대여소 명,대여 일자 / 월,대여 건수
1859. 대륭테크노타운 18차,202007,647
1861.IBK기업은행 석수역 지점 앞,202007,180
1862.스타즈호텔독산 빌딩 앞,202007,764
1863.위너스 스포츠클럽 골프연습장옆,202007,292
1864.산호시티빌 옆,202007,215
1865.금천구청앞(M빌딩),202007,271
1866.서울안천초등학교 옆,202007,267
1867.대륭포스트타워6차 앞,202007,1411
1868.우리은행 시흥남자동화점 앞,202007,273
1869.롯데캐슬골드파크3차 301동 앞,202007,539
1870.독산3동주민센터 앞,202007,358
1601. 석계역 문화광장 내 자전거 보관소,202007,4331
1602. 광운대역 앞,202007,1682
1603. 롯데캐슬 102동 코너(월계주유소건너),202007,2310
1605. 헬스케어,202007,2630
1606. 태릉입구역 3번출구,202007,1449
1608. 공릉역 1번 출구 앞,202007,5630
1610. 화랑대역 2번출구 앞,202007,3569
1611. 과기대 입구(우),202007,4079
1616. 하계2동 공항버스정류장 옆,202007,4207
1617. 하계동 중평어린이공원 앞,202007,3150
1619. 중계동 하나프라자빌딩 앞(중1-1),202007,2516
1620. 중계동 노원구민체육센터 옆(중1-2),202007,1889
1625. 상계역(4번출구),202007,4640
1628. 노일초등학교 앞,202007,1222
1630. 수연빌딩 앞,202007,1815
1634. 당고개공원 대여소,202007,1729
1635. 상계3.4동 주민센터 대여소,202007,485
1636. 백병원 사거리 농협은행 앞,202007,3545
1637. KT 노원점 건물 앞,202007,3791
1639. 희성오피앙,202007,1774
1640. 한내근린공원 북측,202007,1823
1641. 한내근린공원 남측,202007,834
1642. 서울여대 남문,202007,802
1643. 태릉입구역 8번출구,202007,2779
1646. 삼육대 입구,202007,695
1650. 중계근린공원내,202007,4165
1651. 맥도날드 상계점 앞,202007,1299
1652. 파르코 앞,202007,583
1653. 노원역1번출구,202007,5175
1654. 당고개입구 오거리,202007,1301
1655. 공릉1단지아파트,202007,3394
1656. 중앙하이츠 아파트 입구,202007,2266
1657. 노원구청,202007,1400
1659. 중계동 을지중학교,202007,1388
1660. 서울시립과학관,202007,599
1661. 당현천근린공원,202007,1042
1662. 노원역7번출구,202007,1847
1663. 동해문화예술관앞,202007,2816
1664. 노해근린공원내,202007,453
1665. 양지근린공원앞,202007,1076
1666. 노원소방서인근,202007,1973
1667. 중계중학교,202007,1863
1668. 중계역 6번출구,202007,2924
1669. 중계역 3번출구,202007,2286
1670. 노원경찰서교차로,202007,1797
1671. 인덕대학교,202007,1270
1672. 상계동수락리버시티,202007,777
1673. 노원역 5번출구,202007,4247
1674. 서울북부고용센터앞,202007,2511
1675. 월계문화체육센터,202007,93
1677. 육군사관학교 앞,202007,1657
1678. 성서대학교 밀알관,202007,300
1679. 삼육대 도서관,202007,235
1680. 삼육대 제3과학관,202007,51
1681. 현대6차 아파트,202007,1229
1682. 중계종합사회복지관 교차로,202007,1222
1683. 노원문화예술회관,202007,1808
1684. 태릉입구역 5번출구,202007,3115
1685. 불암고등학교 앞 횡단보도,202007,928
1686. 온수골사거리(스타벅스앞),202007,3285
1688. 마들역 7번출구,202007,2284
1689. 마들역 3번출구,202007,1791
1690. 도봉운전면허시험장,202007,1779
1691. 노원정보도서관,202007,1085
1692. 온곡초교 교차로,202007,1306
1693. 원자력 병원,202007,464
1695.월계미륭아파트 정문,202007,536
1696.수락리버시티4단지,202007,523
1697.상계주공2단지 219동,202007,1231
1700.상계보람아파트 202동,202007,885
2901.공릉동풍림아파트 101동,202007,1096
2902.공릉풍림아파트 108동,202007,1403
2903.월계초안아파트 1단지,202007,747
2904.중계3차청구아파트,202007,951
2905.중계주공6단지,202007,471
2907. 월계중학교,202007,422
2908. 광운대학교 중앙도서관,202007,842
2909. 석계역 3번 출구,202007,1363
2910.도깨비시장,202007,1976
2911.상계역중앙시장,202007,1277
2912.대진고등학교,202007,1566
2913.상계8동 주민센터,202007,1822
2915.서울과학기술대학교(어학교육원),202007,999
2917.신창중학교 후문 맞은편 버스정류장,202007,769
2919.등나무 근린공원(시립북서울미술관 앞),202007,2239
2920.상계중학교(당현2교사거리),202007,660
2921.중계역 2번출구,202007,1043
1702. 녹천역 1번출구 앞,202007,836
1703. 도봉산광역환승센터앞,202007,617
1705. 도봉구청 정문앞,202007,1695
1706. 기업은행 앞,202007,1201
1707. 도봉구민회관,202007,1354
1708. 보건소사거리(다비치안경창동점),202007,2188
1709. 쌍문역4번출구 주변,202007,1564
1713. 쌍문동 이안아파트 앞,202007,741
1714. 도봉문화정보도서관 삼거리,202007,216
1715. 서울특별시교육청도봉도서관,202007,1280
1716. 하나로마트 창동점,202007,2772
1717. 시립창동운동장 입구,202007,495
1719. 신도봉사거리 버스정류장,202007,780
1720. 도봉구청 옆(중랑천변),202007,3285
1721. 창동역 2번출구,202007,3574
1722. 창동청소년수련관,202007,1189
1723. 방학동학마을도서관,202007,732
1725. 창1동주민센터,202007,619
1726. 삼익세라믹아파트교차로,202007,1357
1727. 서울도봉초등학교인근,202007,503
1728. 서울북부지방법원,202007,418
1729. 파리바게트앞,202007,1212
1730. 도봉산역 교차로 앞,202007,350
1731. 도봉고등학교 맞은편,202007,348
1732. 우리은행 앞,202007,971
1733. 방학사거리 (봄마당 앞),202007,1835
1734. 쌍문현대1차아파트 108동 앞,202007,1193
"1735. 도봉역 1,2번 출구사이 건너편",202007,1011
1736. 버스정류장 앞,202007,775
1737. 하나은행 (창동점),202007,2534
1738. 창동주공17단지 상가앞,202007,1994
1741. 제일강산수산입구,202007,2543
1742. 북한산 코오롱 하늘채,202007,1630
1743.창동19단지아파트 관리사무소앞,202007,771
1744.KT방학지사 앞,202007,808
1746. 다이소방학점 앞,202007,354
1748. 피자헛 앞(도봉병원 옆),202007,531
1749. ESA아파트 상가 앞,202007,1040
1750. 창포원 남쪽 입구,202007,870
1751. 창원초등학교 교차로,202007,360
1752. 창동 주공 4단지 입구 옆,202007,597
1754. 창동시장입구 사거리,202007,804
1756.서울북부광역등기국,202007,252
1757.솔밭공원역 1번출구 앞,202007,396
1758.북서울교회 버스정류소 앞,202007,507
1759.서울북부지방법원 앞,202007,466
1761.방학중학교 앞,202007,582
1762.북한산 한신휴플러스APT앞,202007,674
1765.쌍문역 1번 출구(양산부인과 빌딩),202007,881
1767.태양중앙교회 앞,202007,732
1768.신동아타워 버스정류소,202007,620
1770.도봉한신아파트 주변,202007,1096
1771.성원APT버스정류소,202007,910
1772.시립도봉노인복지관 버스정류소,202007,495
1774.반석교회(쌍문동),202007,331
1775.신원리베르텔 앞,202007,531
600. 휘경2동 주민센터,202007,390
601. 용신동주민센터,202007,1057
602. 장안동 사거리,202007,3855
604. 답십리초등학교 옆 공원,202007,928
605. 신설동역8번출구,202007,1271
606. 휘경공고앞,202007,1167
607. 신이문역 2번출구,202007,927
608. 전농삼성아파트,202007,292
609. 제기2교,202007,2205
610. 동대문중 교차로,202007,909
612. 시립동부병원 앞 사거리,202007,1769
613. 신설동역 10번출구 앞,202007,1839
614. 용두동 사거리,202007,2157
615. 용두동 래미안허브리츠아파트 앞,202007,1772
616. 서울시립대 앞,202007,293
617. 청솔우성아파트 앞,202007,1563
621. 동대문중학교 옆,202007,368
622. 전농사거리 교통섬,202007,1581
623. 서울시립대 정문 앞,202007,2029
624. 전농동 동아아파트 앞,202007,1566
625. 답십리초등학교 앞(현대시장 옆),202007,2118
626. 군자교 서측 녹지대,202007,1535
627. 장안동삼거리 교통섬,202007,2067
628. 휘봉고등학교 앞,202007,803
630. 동대문구 보건소,202007,1929
631. 답십리역 1번출구,202007,2726
633. 청량리 기업은행 앞,202007,1750
634. 외국어대 정문 앞,202007,3403
635. 시조사 앞 (청량고정문 옆),202007,1955
636. 세종대왕기념관 교차로,202007,900
637. KAIST 경영대학 앞,202007,1218
638. 서울시립대 정보기술관,202007,473
639. 서울시립대 후문,202007,914
640. KEB하나은행 청량리역지점,202007,943
641. 용두역 4번출구,202007,2385
642. 신답역 사거리,202007,704
643. 동대문구민체육센터 (육교아래),202007,1680
646. 장한평역 1번출구 (국민은행앞),202007,4075
647. 신이문역 1번출구,202007,1102
648. 장안동위더스빌옆,202007,2803
650. 중랑교사거리,202007,3187
652. 답십리 래미안엘파인아파트 입구,202007,900
654. 전농동 텃골공원,202007,665
656. 영휘원 교차로,202007,894
657. 동대문롯데캐슬아파트 앞,202007,1357
658. 촬영소 사거리,202007,1464
659. 제기역1번출구,202007,1953
660. 동의보감타워,202007,1146
661. 경희대학교 청운관,202007,1297
663. 외대앞역 4번출구,202007,2410
664. 서울시립대 대학본부,202007,410
665.이문동 쌍용아파트 정문,202007,815
666.이문대성유니드아파트 앞,202007,519
667.청량차도 육교 밑,202007,328
668.서울축산농협(장안지점),202007,1898
669.청계한신휴플러스앞 삼거리,202007,883
670.삼육서울병원 버스정류장,202007,1555
671.대광빌딩,202007,259
672.대광고등학교,202007,351
673.안암골벽산아파트(후문),202007,820
674.고대앞사거리 교통섬,202007,897
675.성복교회 앞 (장평교 아래),202007,1121
676.FITI시험연구원 앞,202007,608
677.청량리역 4번 5번출구 사이,202007,1132
678.장안힐스테이트(아) 앞,202007,1065
679.전농SK아파트 앞,202007,360
680.꿈마루어린이도서관 앞,202007,1644
681.서울특별시 동부교육지원청(육교),202007,128
2002. 노들역 1번출구,202007,4731
2003. 사육신공원앞,202007,1853
2007. 유한양행앞,202007,1495
2008. 노량진근린공원 대방공원,202007,448
2009. 보라매역 8번출구,202007,910
2012. 녹십초요양병원앞,202007,647
2013. 장승배기역 5번출구,202007,1910
2015. 신대방삼거리역 6번출구쪽,202007,2490
2016. 신대방삼거리역 3번출구쪽,202007,2050
2020. 장승배기역2번출구뒷편쪽,202007,920
2024. 상도역 1번출구,202007,1207
2025. 흑석역 1번출구,202007,4401
2026. 흑석역 4번출구,202007,999
2027. 중앙대학교 정문,202007,1001
2032. 이수역 11번출구쪽,202007,1958
2033. 사당동 아르테스 웨딩앞,202007,1305
2034. 사당역 7번출구쪽,202007,1595
2036. 정금마을 마을버스정류장,202007,854
2037. 동작역 5번출구 동작주차공원,202007,1119
2038. 동작역 7번출구,202007,267
2040. 비계 버스정류소,202007,408
2041. 사당중학교 버스정류소,202007,459
2048. 삼일초등학교 인근,202007,795
2050. 노량진역 5번출구,202007,3260
2054. 삼익아파트,202007,1467
2056. 동작구민 체육센터,202007,954
2057. 상도 아이파크 아파트,202007,540
2058. 노량진동 맥도널드앞,202007,2732
2059. 보라매공원 정문,202007,1957
2060. 남성역3번출구 뒤,202007,1619
2061. 한강 현대아파트 건너편,202007,212
2062. 사당새마을금고,202007,476
2063. 대방역 4번출구,202007,1834
2064. 흑석한강푸르지오 106동앞,202007,321
2065. 서울시여성가족재단,202007,912
2066. 양문교회 앞,202007,1854
2067. LG전자 베스트? 대리점 앞,202007,1279
2068. 총신대 앞(육교),202007,177
2069. 숭실대 입구역3번 출구 앞,202007,890
2070. 노량진역 2번 출구 앞,202007,2069
2071. 대림아파트 후문 상가 옆,202007,342
2073.동작상떼빌 103동 앞,202007,1
2076.노들나루공원 입구,202007,2306
2077.노들역 3번출구,202007,866
2078.흑석 아크로리버하임(103동),202007,249
2079.중앙대학교 정문,202007,116
2080.빕스 대방점 앞,202007,152
2081.대방1차 e편한세상 앞,202007,681
2082.7호선 이수역7번출구,202007,424
2083.흑석롯데캐슬에듀포레(107동),202007,316
2084.e편한세상 상도노빌리티 앞,202007,480
2085.강남중학교 앞,202007,495
2086.삼일수영장 앞,202007,404
2088.상도중앙하이츠빌 입구,202007,300
2089.사당역10번출구(금강빌딩),202007,714
2090.기아자동차 사당점 앞,202007,718
2091.이수역9번출구(맥도날드),202007,574
2092.흑석한강푸르지오(110동),202007,111
2093.상도SH빌아파트 입구,202007,59
2094.숭실대학교(중문),202007,121
2095.경문고등학교 앞,202007,394
2096.서울특별시 동작관악교육지원청,202007,41
237. 보라매 두산위브 건너편,202007,1690
101. (구)합정동 주민센터,202007,883
102. 망원역 1번출구 앞,202007,3487
103. 망원역 2번출구 앞,202007,2517
104. 합정역 1번출구 앞,202007,1683
105. 합정역 5번출구 앞,202007,1260
106. 합정역 7번출구 앞,202007,4958
107. 신한은행 서교동금융센터점 앞,202007,2780
108. 서교동 사거리,202007,1675
109. 제일빌딩 앞,202007,2021
111. 상수역 2번출구 앞,202007,1522
112. 극동방송국 앞,202007,1195
113. 홍대입구역 2번출구 앞,202007,3942
114. 홍대입구역 8번출구 앞,202007,3560
118. 광흥창역 2번출구 앞,202007,1641
119. 서강나루 공원,202007,2277
120. 신수동 사거리,202007,442
121. 마포소방서 앞,202007,1032
122. 신성기사식당 앞,202007,1159
124. 서강대 정문 건너편,202007,1168
125. 서강대 남문 옆,202007,504
126. 서강대 후문 옆,202007,1307
127. 현대벤처빌 앞,202007,383
129. 신촌역(2호선) 6번출구 옆,202007,1157
130. 신촌역(2호선) 7번출구 앞,202007,2078
136. 대흥동 주민센터,202007,200
142. 아현역 4번출구 앞,202007,621
143. 공덕역 2번출구,202007,1260
144. 공덕역 8번출구,202007,3913
145. 공덕역 5번출구,202007,1252
146. 마포역 2번출구 뒤,202007,3268
147. 마포역 4번출구 뒤,202007,3083
148. 용강동 주민센터 앞,202007,2297
150. 서강대역 2번출구 앞,202007,1186
151. 망원1동주민센터,202007,2854
152. 마포구민체육센터 앞,202007,10258
153. 성산2교 사거리,202007,2246
154. 마포구청역,202007,3048
155. 가좌역1 번출구 뒤,202007,1421
156. 서울서부지방법원 앞,202007,1053
157. 애오개역 4번출구 앞,202007,1602
181. 망원초록길 입구,202007,494
182. 망원2빗물펌프장 앞,202007,3654
183. 하늘채코오롱아파트 건너편,202007,2589
184. SK망원동주유소 건너편,202007,2185
185. 마포 신수공원 앞,202007,1244
186. 월드컵공원,202007,4048
199. 서울 월드컵 경기장,202007,1027
3002.벽산상암스마트큐브,202007,1974
3003.래미안신공덕3차아파트,202007,49
3005.마포구청 청사내,202007,228
3006. 상암월드컵파크5단지(상암중학교),202007,197
3007.MBC 앞,202007,599
3008.DMC역7번출구,202007,215
3009.서교동사거리(신),202007,1176
3010.홍대입구역 3번출구,202007,2122
3011.경의선(노고산동),202007,916
400. 상암한화오벨리스크 1차 앞,202007,1040
401. 상암월드컵파크 10단지 앞,202007,1059
402. 상암월드컵파크 9단지 앞,202007,1139
403. 부엉이공원 앞,202007,569
405. DMC빌 앞,202007,608
406. 상암월드컵파크 7단지 앞,202007,738
407. 마포구 육아종합지원센터,202007,730
408. LG CNS앞,202007,759
409. 누리꿈스퀘어 옆,202007,1970
410. 상암중학교 옆,202007,380
411. DMC홍보관,202007,1231
412. DMC산학협력연구센터 앞,202007,1569
